x,y,z
1.23,2.34,3.45
1.11,2.34,3.45
1,2,3
1,2,3
1,2,3
1,2,3
1,2,3
0.000034623779356479645,-0.000293659046292305,0.004029926843941212
0.000034623779356479645,-0.000293659046292305,0.004029926843941212
0.000034623779356479645,-0.000293659046292305,0.004029926843941212
0.000034623779356479645,-0.000293659046292305,0.004029926843941212
0.000034623779356479645,-0.000293659046292305,0.004029926843941212
-0.00046424008905887604,-0.0010909214615821838,-0.00035043153911828995
-0.0013078125193715096,-0.0025162729434669018,-0.0005249646492302418
0.0004375101998448372,0.0007416727021336555,0.00014407793059945107
0.000030268914997577667,-0.00021825730800628662,-0.0006994977593421936
0.0007865764200687408,0.0007998514920473099,0.00034769997000694275
0.0003211582079529762,0.0003926064819097519,-0.00011772150173783302
0.00029206834733486176,0.00024716369807720184,0.00017316685989499092
-0.00017335359007120132,0.000014454126358032227,0.00023134518414735794
0.000321156345307827,0.00007263105362653732,0.00017316732555627823
0.0003211582079529762,0.00024716369807720184,0.0003186110407114029
-0.00014426466077566147,0.000014453195035457611,0.00011498946696519852
0.000030268914997577667,-0.00018916744738817215,-0.000030454713851213455
-0.00008608680218458176,-0.00010190065950155258,-0.000001366250216960907
-0.00034788530319929123,-0.00010190065950155258,0.00034770043566823006
0.00017571263015270233,-0.00024734437465667725,0.00011498946696519852
-0.00011517666280269623,0.00007263105362653732,0.00005681207403540611
0.000030268914997577667,-0.000014635734260082245,0.00008590053766965866
-0.0000569978728890419,-0.000014635734260082245,0.000056811608374118805
0.00023389142006635666,0.000014453195035457611,-0.00008863210678100586
0.0001466255635023117,0.00018898677080869675,-0.000001366250216960907
0.00011753570288419724,-0.00010190065950155258,-0.00023407628759741783
0.00023389142006635666,-0.00010190065950155258,-0.000030454713851213455
0.0002920711413025856,-0.000218256376683712,-0.00017589889466762543
0.00046660006046295166,-0.0001600794494152069,-0.00029225368052721024
0.0001466246321797371,-0.00013098958879709244,-0.00011772150173783302
-0.00014426466077566147,-0.0001019015908241272,0.00008590053766965866
0.0000011818483471870422,0.00015989691019058228,0.000027723144739866257
0.0000011799857020378113,0.0001017209142446518,-0.000001366250216960907
-0.00026061851531267166,-0.000014635734260082245,0.00020225625485181808
-0.00011517666280269623,-0.000043723732233047485,0.00014407839626073837
-0.00020244158804416656,-0.00007281359285116196,0.00017316685989499092
0.0000011799857020378113,0.00013080798089504242,-0.00008863257244229317
0.00005935877561569214,-0.000014635734260082245,-0.000030454713851213455
-0.00008608773350715637,-0.0000437246635556221,0.00002772267907857895
-0.0002024434506893158,-0.00010190065950155258,-0.000001366250216960907
0.00017571263015270233,-0.0000437246635556221,0.00014407839626073837
